City/Town,Ward,Pct,"Joyce H. Errecart","Alice C. Winn","Chris Kent",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Progressive
Shelburne,,,912,754,102,0,0,"1,768"
TOTALS,,,912,754,102,0,0,"1,768"
