City/Town,Ward,Pct,"Leo M. Valliere","Alex B. McHenry",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic
"Barre City",,,818,669,1,0,"1,488"
TOTALS,,,818,669,1,0,"1,488"
