City/Town,Ward,Pct,"Clint Martin","Alice M. Emmons","John Follett",Write-Ins,Blanks,"Total Votes Cast"
,,,,Democratic,Republican
Springfield,,,"2,017","1,760","1,588",35,0,"5,400"
TOTALS,,,"2,017","1,760","1,588",35,0,"5,400"
