City/Town,Ward,Pct,"Bill Lippert",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic
Hinesburg,,,"1,257",50,0,"1,307"
TOTALS,,,"1,257",50,0,"1,307"
