City/Town,Ward,Pct,"Kathleen C. Keenan","Alan Parent","Timothy R. Burgess","Dorothy R. Bolduc",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican,Democratic,Republican
"St. Albans City",,,"1,148",982,733,720,3,0,"3,586"
TOTALS,,,"1,148",982,733,720,3,0,"3,586"
