City/Town,Ward,Pct,"Mary Peterson","Jim McCullough","Michael Quaid","Brent Sloan",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Republican,Republican
Williston,,,"2,017","1,868","1,793","1,234",2,0,"6,914"
TOTALS,,,"2,017","1,868","1,793","1,234",2,0,"6,914"
