City/Town,Ward,Pct,"George Schiavone","Joan G. Lenes",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic
"St. George",,,804,673,2,0,"1,479"
TOTALS,,,804,673,2,0,"1,479"
