City/Town,Ward,Pct,"Curran Robinson","Virginia Clarke",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic
Richmond,,,862,858,3,0,"1,723"
TOTALS,,,862,858,3,0,"1,723"
