City/Town,Ward,Pct,"Francis K. Brooks","Warren F. Kitzmiller","Jimmy Johnston","Jim Sheridan","Jesse Rosado",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Republican,Independent,Progressive
Montpelier,,,"2,331","1,927","1,154","1,151",631,9,0,"7,203"
TOTALS,,,"2,331","1,927","1,154","1,151",631,9,0,"7,203"
