City/Town,Ward,Pct,"Bill Keogh","Johannah Leddy Donovan",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic
Burlington,-,"Chittenden 3-5 Ward 5","1,514","1,458",46,0,"3,018"
Burlington,-,"Chittenden 3-5 Ward 6","1,090","1,085",33,0,"2,208"
TOTALS,,,"2,604","2,543",79,0,"5,226"
