City/Town,Ward,Pct,"Thomas F. Koch","Henry L. Gray","Charles Castle",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican/Democratic,Republican,Democratic
"Barre Town",,,"1,949","1,794","1,578",17,0,"5,338"
TOTALS,,,"1,949","1,794","1,578",17,0,"5,338"
