City/Town,Ward,Pct,"Patrick Brennan","Maureen P. Dakin","Henry G. Schaefer","Andy Macleay",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Republican,Democratic
Colchester,,,"1,561","1,428","1,267",969,5,0,"5,230"
TOTALS,,,"1,561","1,428","1,267",969,5,0,"5,230"
