"county","town","precinct","office","district","party","candidate","votes"
"Addison","Addison","Addison","Attorney General","","Liberty Union","Rosemarie Jackowski",14
"Orleans","Albany","Albany","Attorney General","","Liberty Union","Rosemarie Jackowski",24
"Grand Isle","Alburgh","Alburgh","Attorney General","","Liberty Union","Rosemarie Jackowski",24
"Windsor","Andover","Andover","Attorney General","","Liberty Union","Rosemarie Jackowski",3
"Bennington","Arlington","Arlington","Attorney General","","Liberty Union","Rosemarie Jackowski",66
"Windham","Athens","Athens","Attorney General","","Liberty Union","Rosemarie Jackowski",5
"Franklin","Bakersfield","Bakersfield","Attorney General","","Liberty Union","Rosemarie Jackowski",15
"Windsor","Baltimore","Baltimore","Attorney General","","Liberty Union","Rosemarie Jackowski",1
"Windsor","Barnard","Barnard","Attorney General","","Liberty Union","Rosemarie Jackowski",11
"Caledonia","Barnet","Barnet","Attorney General","","Liberty Union","Rosemarie Jackowski",22
"Washington","Barre City","Barre City","Attorney General","","Liberty Union","Rosemarie Jackowski",98
"Washington","Barre Town","Barre Town","Attorney General","","Liberty Union","Rosemarie Jackowski",60
"Orleans","Barton","Barton","Attorney General","","Liberty Union","Rosemarie Jackowski",18
"Lamoille","Belvidere","Belvidere","Attorney General","","Liberty Union","Rosemarie Jackowski",3
"Bennington","Bennington","Bennington 2-1","Attorney General","","Liberty Union","Rosemarie Jackowski",236
"Bennington","Bennington","Bennington 2-2","Attorney General","","Liberty Union","Rosemarie Jackowski",255
"Rutland","Benson","Benson","Attorney General","","Liberty Union","Rosemarie Jackowski",13
"Franklin","Berkshire","Berkshire","Attorney General","","Liberty Union","Rosemarie Jackowski",11
"Washington","Berlin","Berlin","Attorney General","","Liberty Union","Rosemarie Jackowski",25
"Windsor","Bethel","Bethel","Attorney General","","Liberty Union","Rosemarie Jackowski",15
"Essex","Bloomfield","Bloomfield","Attorney General","","Liberty Union","Rosemarie Jackowski",2
"Chittenden","Bolton","Bolton","Attorney General","","Liberty Union","Rosemarie Jackowski",15
"Orange","Bradford","Bradford","Attorney General","","Liberty Union","Rosemarie Jackowski",18
"Orange","Braintree","Braintree","Attorney General","","Liberty Union","Rosemarie Jackowski",13
"Rutland","Brandon","Brandon","Attorney General","","Liberty Union","Rosemarie Jackowski",39
"Windham","Brattleboro","Windham 2-1","Attorney General","","Liberty Union","Rosemarie Jackowski",44
"Windham","Brattleboro","Windham 2-2","Attorney General","","Liberty Union","Rosemarie Jackowski",73
"Windham","Brattleboro","Windham 2-3","Attorney General","","Liberty Union","Rosemarie Jackowski",58
"Windsor","Bridgewater","Bridgewater","Attorney General","","Liberty Union","Rosemarie Jackowski",6
"Addison","Bridport","Bridport","Attorney General","","Liberty Union","Rosemarie Jackowski",7
"Essex","Brighton","Brighton","Attorney General","","Liberty Union","Rosemarie Jackowski",11
"Addison","Bristol","Bristol","Attorney General","","Liberty Union","Rosemarie Jackowski",69
"Orange","Brookfield","Brookfield","Attorney General","","Liberty Union","Rosemarie Jackowski",12
"Windham","Brookline","Brookline","Attorney General","","Liberty Union","Rosemarie Jackowski",7
"Orleans","Brownington","Brownington","Attorney General","","Liberty Union","Rosemarie Jackowski",24
"Essex","Brunswick","Brunswick","Attorney General","","Liberty Union","Rosemarie Jackowski",1
"Caledonia","Burke","Burke","Attorney General","","Liberty Union","Rosemarie Jackowski",12
"Chittenden","Burlington","Chittenden 6-1","Attorney General","","Liberty Union","Rosemarie Jackowski",51
"Chittenden","Burlington","Chittenden 6-2","Attorney General","","Liberty Union","Rosemarie Jackowski",38
"Chittenden","Burlington","Chittenden 6-3","Attorney General","","Liberty Union","Rosemarie Jackowski",87
"Chittenden","Burlington","Chittenden 6-4","Attorney General","","Liberty Union","Rosemarie Jackowski",56
"Chittenden","Burlington","Chittenden 6-5","Attorney General","","Liberty Union","Rosemarie Jackowski",75
"Chittenden","Burlington","Chittenden 6-6","Attorney General","","Liberty Union","Rosemarie Jackowski",13
"Chittenden","Burlington","Chittenden 6-7","Attorney General","","Liberty Union","Rosemarie Jackowski",2
"Washington","Cabot","Cabot","Attorney General","","Liberty Union","Rosemarie Jackowski",32
"Washington","Calais","Calais","Attorney General","","Liberty Union","Rosemarie Jackowski",49
"Lamoille","Cambridge","Cambridge","Attorney General","","Liberty Union","Rosemarie Jackowski",32
"Essex","Canaan","Canaan","Attorney General","","Liberty Union","Rosemarie Jackowski",10
"Rutland","Castleton","Castleton","Attorney General","","Liberty Union","Rosemarie Jackowski",47
"Windsor","Cavendish","Cavendish","Attorney General","","Liberty Union","Rosemarie Jackowski",27
"Orleans","Charleston","Charleston","Attorney General","","Liberty Union","Rosemarie Jackowski",15
"Chittenden","Charlotte","Charlotte","Attorney General","","Liberty Union","Rosemarie Jackowski",33
"Orange","Chelsea","Chelsea","Attorney General","","Liberty Union","Rosemarie Jackowski",32
"Windsor","Chester","Chester","Attorney General","","Liberty Union","Rosemarie Jackowski",39
"Rutland","Chittenden","Chittenden","Attorney General","","Liberty Union","Rosemarie Jackowski",19
"Rutland","Clarendon","Clarendon","Attorney General","","Liberty Union","Rosemarie Jackowski",25
"Chittenden","Colchester","Chittenden 9-1","Attorney General","","Liberty Union","Rosemarie Jackowski",41
"Chittenden","Colchester","Chittenden 9-2","Attorney General","","Liberty Union","Rosemarie Jackowski",48
"Essex","Concord","Concord","Attorney General","","Liberty Union","Rosemarie Jackowski",14
"Orange","Corinth","Corinth","Attorney General","","Liberty Union","Rosemarie Jackowski",20
"Addison","Cornwall","Cornwall","Attorney General","","Liberty Union","Rosemarie Jackowski",13
"Orleans","Coventry","Coventry","Attorney General","","Liberty Union","Rosemarie Jackowski",12
"Orleans","Craftsbury","Craftsbury","Attorney General","","Liberty Union","Rosemarie Jackowski",21
"Rutland","Danby","Danby","Attorney General","","Liberty Union","Rosemarie Jackowski",30
"Caledonia","Danville","Danville","Attorney General","","Liberty Union","Rosemarie Jackowski",25
"Orleans","Derby","Derby","Attorney General","","Liberty Union","Rosemarie Jackowski",50
"Bennington","Dorset","Dorset","Attorney General","","Liberty Union","Rosemarie Jackowski",34
"Windham","Dover","Dover","Attorney General","","Liberty Union","Rosemarie Jackowski",38
"Windham","Dummerston","Dummerston","Attorney General","","Liberty Union","Rosemarie Jackowski",36
"Washington","Duxbury","Duxbury","Attorney General","","Liberty Union","Rosemarie Jackowski",10
"Essex","East Haven","E. Haven","Attorney General","","Liberty Union","Rosemarie Jackowski",5
"Washington","East Montpelier","E. Montpelier","Attorney General","","Liberty Union","Rosemarie Jackowski",37
"Lamoille","Eden","Eden","Attorney General","","Liberty Union","Rosemarie Jackowski",10
"Lamoille","Elmore","Elmore","Attorney General","","Liberty Union","Rosemarie Jackowski",12
"Franklin","Enosburgh","Enosburgh","Attorney General","","Liberty Union","Rosemarie Jackowski",34
"Chittenden","Essex","Chittenden 8-1","Attorney General","","Liberty Union","Rosemarie Jackowski",39
"Chittenden","Essex","Chittenden 8-2","Attorney General","","Liberty Union","Rosemarie Jackowski",64
"Chittenden","Essex","Chittenden 8-3","Attorney General","","Liberty Union","Rosemarie Jackowski",12
"Rutland","Fair Haven","Fair Haven","Attorney General","","Liberty Union","Rosemarie Jackowski",37
"Franklin","Fairfax","Fairfax","Attorney General","","Liberty Union","Rosemarie Jackowski",33
"Franklin","Fairfield","Fairfield","Attorney General","","Liberty Union","Rosemarie Jackowski",16
"Orange","Fairlee","Fairlee","Attorney General","","Liberty Union","Rosemarie Jackowski",7
"Washington","Fayston","Fayston","Attorney General","","Liberty Union","Rosemarie Jackowski",14
"Addison","Ferrisburgh","Ferrisburgh","Attorney General","","Liberty Union","Rosemarie Jackowski",14
"Franklin","Fletcher","Fletcher","Attorney General","","Liberty Union","Rosemarie Jackowski",17
"Franklin","Franklin","Franklin","Attorney General","","Liberty Union","Rosemarie Jackowski",11
"Franklin","Georgia","Georgia","Attorney General","","Liberty Union","Rosemarie Jackowski",35
"Orleans","Glover","Glover","Attorney General","","Liberty Union","Rosemarie Jackowski",28
"Addison","Goshen","Goshen","Attorney General","","Liberty Union","Rosemarie Jackowski",3
"Windham","Grafton","Grafton","Attorney General","","Liberty Union","Rosemarie Jackowski",9
"Essex","Granby","Granby","Attorney General","","Liberty Union","Rosemarie Jackowski",0
"Grand Isle","Grand Isle","Grand Isle","Attorney General","","Liberty Union","Rosemarie Jackowski",18
"Addison","Granville","Granville","Attorney General","","Liberty Union","Rosemarie Jackowski",3
"Orleans","Greensboro","Greensboro","Attorney General","","Liberty Union","Rosemarie Jackowski",12
"Caledonia","Groton","Groton","Attorney General","","Liberty Union","Rosemarie Jackowski",24
"Essex","Guildhall","Guildhall","Attorney General","","Liberty Union","Rosemarie Jackowski",7
"Windham","Guilford","Guilford","Attorney General","","Liberty Union","Rosemarie Jackowski",42
"Windham","Halifax","Halifax","Attorney General","","Liberty Union","Rosemarie Jackowski",11
"Addison","Hancock","Hancock","Attorney General","","Liberty Union","Rosemarie Jackowski",7
"Caledonia","Hardwick","Hardwick","Attorney General","","Liberty Union","Rosemarie Jackowski",47
"Windsor","Hartford","Windsor 4-1","Attorney General","","Liberty Union","Rosemarie Jackowski",33
"Windsor","Hartford","Windsor 4-2","Attorney General","","Liberty Union","Rosemarie Jackowski",67
"Windsor","Hartland","Hartland","Attorney General","","Liberty Union","Rosemarie Jackowski",50
"Franklin","Highgate","Highgate","Attorney General","","Liberty Union","Rosemarie Jackowski",27
"Chittenden","Hinesburg","Chittenden 4-1","Attorney General","","Liberty Union","Rosemarie Jackowski",0
"Chittenden","Hinesburg","Chittenden 4-2","Attorney General","","Liberty Union","Rosemarie Jackowski",47
"Orleans","Holland","Holland","Attorney General","","Liberty Union","Rosemarie Jackowski",11
"Rutland","Hubbardton","Hubbardton","Attorney General","","Liberty Union","Rosemarie Jackowski",7
"Chittenden","Huntington","Huntington","Attorney General","","Liberty Union","Rosemarie Jackowski",35
"Lamoille","Hyde Park","Hyde Park","Attorney General","","Liberty Union","Rosemarie Jackowski",49
"Rutland","Ira","Ira","Attorney General","","Liberty Union","Rosemarie Jackowski",9
"Orleans","Irasburg","Irasburg","Attorney General","","Liberty Union","Rosemarie Jackowski",33
"Grand Isle","Isle La Motte","Isle La Motte","Attorney General","","Liberty Union","Rosemarie Jackowski",7
"Windham","Jamaica","Jamaica","Attorney General","","Liberty Union","Rosemarie Jackowski",22
"Orleans","Jay","Jay","Attorney General","","Liberty Union","Rosemarie Jackowski",4
"Chittenden","Jericho","Jericho","Attorney General","","Liberty Union","Rosemarie Jackowski",39
"Lamoille","Johnson","Johnson","Attorney General","","Liberty Union","Rosemarie Jackowski",25
"Rutland","Killington","Killington","Attorney General","","Liberty Union","Rosemarie Jackowski",18
"Caledonia","Kirby","Kirby","Attorney General","","Liberty Union","Rosemarie Jackowski",7
"Bennington","Landgrove","Landgrove","Attorney General","","Liberty Union","Rosemarie Jackowski",4
"Addison","Leicester","Leicester","Attorney General","","Liberty Union","Rosemarie Jackowski",12
"Essex","Lemington","Lemington","Attorney General","","Liberty Union","Rosemarie Jackowski",1
"Addison","Lincoln","Lincoln","Attorney General","","Liberty Union","Rosemarie Jackowski",18
"Windham","Londonderry","Londonderry","Attorney General","","Liberty Union","Rosemarie Jackowski",30
"Orleans","Lowell","Lowell","Attorney General","","Liberty Union","Rosemarie Jackowski",6
"Windsor","Ludlow","Ludlow","Attorney General","","Liberty Union","Rosemarie Jackowski",20
"Essex","Lunenburg","Lunenburg","Attorney General","","Liberty Union","Rosemarie Jackowski",16
"Caledonia","Lyndon","Lyndon","Attorney General","","Liberty Union","Rosemarie Jackowski",38
"Essex","Maidstone","Maidstone","Attorney General","","Liberty Union","Rosemarie Jackowski",1
"Bennington","Manchester","Manchester","Attorney General","","Liberty Union","Rosemarie Jackowski",79
"Windham","Marlboro","Marlboro","Attorney General","","Liberty Union","Rosemarie Jackowski",21
"Washington","Marshfield","Marshfield","Attorney General","","Liberty Union","Rosemarie Jackowski",29
"Rutland","Mendon","Mendon","Attorney General","","Liberty Union","Rosemarie Jackowski",9
"Addison","Middlebury","Middlebury","Attorney General","","Liberty Union","Rosemarie Jackowski",72
"Washington","Middlesex","Middlesex","Attorney General","","Liberty Union","Rosemarie Jackowski",41
"Rutland","Middletown Springs","Middletown Springs","Attorney General","","Liberty Union","Rosemarie Jackowski",14
"Chittenden","Milton","Chittenden 10","Attorney General","","Liberty Union","Rosemarie Jackowski",50
"Chittenden","Milton","Grand Isle-Chittenden","Attorney General","","Liberty Union","Rosemarie Jackowski",6
"Addison","Monkton","Monkton","Attorney General","","Liberty Union","Rosemarie Jackowski",19
"Franklin","Montgomery","Montgomery","Attorney General","","Liberty Union","Rosemarie Jackowski",18
"Washington","Montpelier","Montpelier","Attorney General","","Liberty Union","Rosemarie Jackowski",140
"Washington","Moretown","Moretown","Attorney General","","Liberty Union","Rosemarie Jackowski",21
"Orleans","Morgan","Morgan","Attorney General","","Liberty Union","Rosemarie Jackowski",6
"Lamoille","Morristown","Morristown","Attorney General","","Liberty Union","Rosemarie Jackowski",53
"Rutland","Mount Holly","Mount Holly","Attorney General","","Liberty Union","Rosemarie Jackowski",17
"Rutland","Mount Tabor","Mount Tabor","Attorney General","","Liberty Union","Rosemarie Jackowski",5
"Addison","New Haven","New Haven","Attorney General","","Liberty Union","Rosemarie Jackowski",22
"Caledonia","Newark","Newark","Attorney General","","Liberty Union","Rosemarie Jackowski",8
"Orange","Newbury","Newbury","Attorney General","","Liberty Union","Rosemarie Jackowski",26
"Windham","Newfane","Newfane","Attorney General","","Liberty Union","Rosemarie Jackowski",33
"Orleans","Newport City","Newport City","Attorney General","","Liberty Union","Rosemarie Jackowski",51
"Orleans","Newport Town","Newport Town","Attorney General","","Liberty Union","Rosemarie Jackowski",13
"Grand Isle","North Hero","N. Hero","Attorney General","","Liberty Union","Rosemarie Jackowski",5
"Washington","Northfield","Northfield","Attorney General","","Liberty Union","Rosemarie Jackowski",43
"Essex","Norton","Norton","Attorney General","","Liberty Union","Rosemarie Jackowski",2
"Windsor","Norwich","Norwich","Attorney General","","Liberty Union","Rosemarie Jackowski",39
"Orange","Orange","Orange","Attorney General","","Liberty Union","Rosemarie Jackowski",11
"Addison","Orwell","Orwell","Attorney General","","Liberty Union","Rosemarie Jackowski",15
"Addison","Panton","Panton","Attorney General","","Liberty Union","Rosemarie Jackowski",4
"Rutland","Pawlet","Pawlet","Attorney General","","Liberty Union","Rosemarie Jackowski",26
"Caledonia","Peacham","Peacham","Attorney General","","Liberty Union","Rosemarie Jackowski",10
"Bennington","Peru","Peru","Attorney General","","Liberty Union","Rosemarie Jackowski",6
"Rutland","Pittsfield","Pittsfield","Attorney General","","Liberty Union","Rosemarie Jackowski",3
"Rutland","Pittsford","Pittsford","Attorney General","","Liberty Union","Rosemarie Jackowski",41
"Washington","Plainfield","Plainfield","Attorney General","","Liberty Union","Rosemarie Jackowski",25
"Windsor","Plymouth","Plymouth","Attorney General","","Liberty Union","Rosemarie Jackowski",11
"Windsor","Pomfret","Pomfret","Attorney General","","Liberty Union","Rosemarie Jackowski",9
"Rutland","Poultney","Poultney","Attorney General","","Liberty Union","Rosemarie Jackowski",41
"Bennington","Pownal","Pownal","Attorney General","","Liberty Union","Rosemarie Jackowski",189
"Rutland","Proctor","Proctor","Attorney General","","Liberty Union","Rosemarie Jackowski",24
"Windham","Putney","Putney","Attorney General","","Liberty Union","Rosemarie Jackowski",53
"Orange","Randolph","Randolph","Attorney General","","Liberty Union","Rosemarie Jackowski",53
"Windsor","Reading","Reading","Attorney General","","Liberty Union","Rosemarie Jackowski",12
"Bennington","Readsboro","Readsboro","Attorney General","","Liberty Union","Rosemarie Jackowski",17
"Franklin","Richford","Richford","Attorney General","","Liberty Union","Rosemarie Jackowski",8
"Chittenden","Richmond","Richmond","Attorney General","","Liberty Union","Rosemarie Jackowski",26
"Addison","Ripton","Ripton","Attorney General","","Liberty Union","Rosemarie Jackowski",7
"Windsor","Rochester","Rochester","Attorney General","","Liberty Union","Rosemarie Jackowski",24
"Windham","Rockingham","Rockingham","Attorney General","","Liberty Union","Rosemarie Jackowski",57
"Washington","Roxbury","Roxbury","Attorney General","","Liberty Union","Rosemarie Jackowski",14
"Windsor","Royalton","Royalton","Attorney General","","Liberty Union","Rosemarie Jackowski",40
"Bennington","Rupert","Rupert","Attorney General","","Liberty Union","Rosemarie Jackowski",20
"Rutland","Rutland City","Rutland 5-1","Attorney General","","Liberty Union","Rosemarie Jackowski",40
"Rutland","Rutland City","Rutland 5-2","Attorney General","","Liberty Union","Rosemarie Jackowski",44
"Rutland","Rutland City","Rutland 5-3","Attorney General","","Liberty Union","Rosemarie Jackowski",40
"Rutland","Rutland City","Rutland 5-4","Attorney General","","Liberty Union","Rosemarie Jackowski",47
"Rutland","Rutland Town","Rutland Town","Attorney General","","Liberty Union","Rosemarie Jackowski",51
"Caledonia","Ryegate","Ryegate","Attorney General","","Liberty Union","Rosemarie Jackowski",12
"Addison","Salisbury","Salisbury","Attorney General","","Liberty Union","Rosemarie Jackowski",9
"Bennington","Sandgate","Sandgate","Attorney General","","Liberty Union","Rosemarie Jackowski",9
"Bennington","Searsburg","Searsburg","Attorney General","","Liberty Union","Rosemarie Jackowski",8
"Bennington","Shaftsbury","Shaftsbury","Attorney General","","Liberty Union","Rosemarie Jackowski",118
"Windsor","Sharon","Sharon","Attorney General","","Liberty Union","Rosemarie Jackowski",16
"Caledonia","Sheffield","Sheffield","Attorney General","","Liberty Union","Rosemarie Jackowski",4
"Chittenden","Shelburne","Chittenden 5-1","Attorney General","","Liberty Union","Rosemarie Jackowski",33
"Chittenden","Shelburne","Chittenden 5-2","Attorney General","","Liberty Union","Rosemarie Jackowski",15
"Franklin","Sheldon","Sheldon","Attorney General","","Liberty Union","Rosemarie Jackowski",9
"Addison","Shoreham","Shoreham","Attorney General","","Liberty Union","Rosemarie Jackowski",14
"Rutland","Shrewsbury","Shrewsbury","Attorney General","","Liberty Union","Rosemarie Jackowski",19
"Chittenden","South Burlington","Chittenden 7-1","Attorney General","","Liberty Union","Rosemarie Jackowski",32
"Chittenden","South Burlington","Chittenden 7-2","Attorney General","","Liberty Union","Rosemarie Jackowski",26
"Chittenden","South Burlington","Chittenden 7-3","Attorney General","","Liberty Union","Rosemarie Jackowski",34
"Chittenden","South Burlington","Chittenden 7-4","Attorney General","","Liberty Union","Rosemarie Jackowski",38
"Grand Isle","South Hero","S. Hero","Attorney General","","Liberty Union","Rosemarie Jackowski",17
"Windsor","Springfield","Windsor 3-1","Attorney General","","Liberty Union","Rosemarie Jackowski",8
"Windsor","Springfield","Windsor 3-2","Attorney General","","Liberty Union","Rosemarie Jackowski",73
,"Saint  Albans City","St. Albans City","Attorney General","","Liberty Union","Rosemarie Jackowski",59
,"Saint  Albans Town","Franklin 3-1","Attorney General","","Liberty Union","Rosemarie Jackowski",11
,"Saint  Albans Town","Franklin 3-2","Attorney General","","Liberty Union","Rosemarie Jackowski",38
,"Saint  George","St. George","Attorney General","","Liberty Union","Rosemarie Jackowski",3
,"Saint  Johnsbury","St. Johnsbury","Attorney General","","Liberty Union","Rosemarie Jackowski",62
"Bennington","Stamford","Stamford","Attorney General","","Liberty Union","Rosemarie Jackowski",32
"Caledonia","Stannard","Stannard","Attorney General","","Liberty Union","Rosemarie Jackowski",5
"Addison","Starksboro","Starksboro","Attorney General","","Liberty Union","Rosemarie Jackowski",43
"Windsor","Stockbridge","Stockbridge","Attorney General","","Liberty Union","Rosemarie Jackowski",8
"Lamoille","Stowe","Stowe","Attorney General","","Liberty Union","Rosemarie Jackowski",41
"Orange","Strafford","Strafford","Attorney General","","Liberty Union","Rosemarie Jackowski",24
"Windham","Stratton","Stratton","Attorney General","","Liberty Union","Rosemarie Jackowski",2
"Rutland","Sudbury","Sudbury","Attorney General","","Liberty Union","Rosemarie Jackowski",3
"Bennington","Sunderland","Bennington 3","Attorney General","","Liberty Union","Rosemarie Jackowski",5
"Bennington","Sunderland","Bennington 4","Attorney General","","Liberty Union","Rosemarie Jackowski",18
"Caledonia","Sutton","Sutton","Attorney General","","Liberty Union","Rosemarie Jackowski",9
"Franklin","Swanton","Swanton","Attorney General","","Liberty Union","Rosemarie Jackowski",54
"Orange","Thetford","Thetford","Attorney General","","Liberty Union","Rosemarie Jackowski",44
"Rutland","Tinmouth","Rutland 2","Attorney General","","Liberty Union","Rosemarie Jackowski",3
"Rutland","Tinmouth","Rutland-Bennington","Attorney General","","Liberty Union","Rosemarie Jackowski",5
"Orange","Topsham","Topsham","Attorney General","","Liberty Union","Rosemarie Jackowski",10
"Windham","Townshend","Townshend","Attorney General","","Liberty Union","Rosemarie Jackowski",21
"Orleans","Troy","Orleans 2","Attorney General","","Liberty Union","Rosemarie Jackowski",4
"Orleans","Troy","Orleans-Lamoille","Attorney General","","Liberty Union","Rosemarie Jackowski",8
"Orange","Tunbridge","Tunbridge","Attorney General","","Liberty Union","Rosemarie Jackowski",17
"Chittenden","Underhill","Underhill","Attorney General","","Liberty Union","Rosemarie Jackowski",20
"Addison","Vergennes","Vergennes","Attorney General","","Liberty Union","Rosemarie Jackowski",22
"Windham","Vernon","Vernon","Attorney General","","Liberty Union","Rosemarie Jackowski",10
"Orange","Vershire","Vershire","Attorney General","","Liberty Union","Rosemarie Jackowski",9
"Essex","Victory","Victory","Attorney General","","Liberty Union","Rosemarie Jackowski",1
"Washington","Waitsfield","Waitsfield","Attorney General","","Liberty Union","Rosemarie Jackowski",38
"Caledonia","Walden","Walden","Attorney General","","Liberty Union","Rosemarie Jackowski",10
"Rutland","Wallingford","Wallingford","Attorney General","","Liberty Union","Rosemarie Jackowski",33
"Addison","Waltham","Waltham","Attorney General","","Liberty Union","Rosemarie Jackowski",3
"Windham","Wardsboro","Wardsboro","Attorney General","","Liberty Union","Rosemarie Jackowski",21
"Washington","Warren","Warren","Attorney General","","Liberty Union","Rosemarie Jackowski",26
"Orange","Washington","Washington","Attorney General","","Liberty Union","Rosemarie Jackowski",10
"Washington","Waterbury","Waterbury","Attorney General","","Liberty Union","Rosemarie Jackowski",50
"Caledonia","Waterford","Waterford","Attorney General","","Liberty Union","Rosemarie Jackowski",17
"Lamoille","Waterville","Waterville","Attorney General","","Liberty Union","Rosemarie Jackowski",4
"Windsor","Weathersfield","Weathersfield","Attorney General","","Liberty Union","Rosemarie Jackowski",20
"Rutland","Wells","Wells","Attorney General","","Liberty Union","Rosemarie Jackowski",26
"Orange","West Fairlee","W. Fairlee","Attorney General","","Liberty Union","Rosemarie Jackowski",11
"Rutland","West Haven","W. Haven","Attorney General","","Liberty Union","Rosemarie Jackowski",14
"Rutland","West Rutland","W. Rutland","Attorney General","","Liberty Union","Rosemarie Jackowski",39
"Windsor","West Windsor","W. Windsor","Attorney General","","Liberty Union","Rosemarie Jackowski",19
"Orleans","Westfield","Westfield","Attorney General","","Liberty Union","Rosemarie Jackowski",5
"Chittenden","Westford","Westford","Attorney General","","Liberty Union","Rosemarie Jackowski",19
"Windham","Westminster","Windham 3","Attorney General","","Liberty Union","Rosemarie Jackowski",3
"Windham","Westminster","Windham 4","Attorney General","","Liberty Union","Rosemarie Jackowski",44
"Orleans","Westmore","Westmore","Attorney General","","Liberty Union","Rosemarie Jackowski",5
"Windsor","Weston","Weston","Attorney General","","Liberty Union","Rosemarie Jackowski",9
"Addison","Weybridge","Weybridge","Attorney General","","Liberty Union","Rosemarie Jackowski",8
"Caledonia","Wheelock","Wheelock","Attorney General","","Liberty Union","Rosemarie Jackowski",6
"Addison","Whiting","Whiting","Attorney General","","Liberty Union","Rosemarie Jackowski",4
"Windham","Whitingham","Windham 6","Attorney General","","Liberty Union","Rosemarie Jackowski",25
"Windham","Whitingham","Windham-Bennington","Attorney General","","Liberty Union","Rosemarie Jackowski",1
"Orange","Williamstown","Williamstown","Attorney General","","Liberty Union","Rosemarie Jackowski",22
"Chittenden","Williston","Williston","Attorney General","","Liberty Union","Rosemarie Jackowski",52
"Windham","Wilmington","Wilmington","Attorney General","","Liberty Union","Rosemarie Jackowski",51
"Windham","Windham","Windham","Attorney General","","Liberty Union","Rosemarie Jackowski",14
"Windsor","Windsor","Windsor","Attorney General","","Liberty Union","Rosemarie Jackowski",36
"Bennington","Winhall","Winhall","Attorney General","","Liberty Union","Rosemarie Jackowski",11
"Chittenden","Winooski","Winooski","Attorney General","","Liberty Union","Rosemarie Jackowski",48
"Lamoille","Wolcott","Wolcott","Attorney General","","Liberty Union","Rosemarie Jackowski",12
"Washington","Woodbury","Woodbury","Attorney General","","Liberty Union","Rosemarie Jackowski",17
"Bennington","Woodford","Woodford","Attorney General","","Liberty Union","Rosemarie Jackowski",21
"Windsor","Woodstock","Woodstock","Attorney General","","Liberty Union","Rosemarie Jackowski",25
"Washington","Worcester","Worcester","Attorney General","","Liberty Union","Rosemarie Jackowski",20
"Addison","Addison","Addison","Attorney General","",,"Write Ins",0
"Orleans","Albany","Albany","Attorney General","",,"Write Ins",0
"Grand Isle","Alburgh","Alburgh","Attorney General","",,"Write Ins",0
"Windsor","Andover","Andover","Attorney General","",,"Write Ins",0
"Bennington","Arlington","Arlington","Attorney General","",,"Write Ins",0
"Windham","Athens","Athens","Attorney General","",,"Write Ins",0
"Franklin","Bakersfield","Bakersfield","Attorney General","",,"Write Ins",0
"Windsor","Baltimore","Baltimore","Attorney General","",,"Write Ins",0
"Windsor","Barnard","Barnard","Attorney General","",,"Write Ins",0
"Caledonia","Barnet","Barnet","Attorney General","",,"Write Ins",0
"Washington","Barre City","Barre City","Attorney General","",,"Write Ins",0
"Washington","Barre Town","Barre Town","Attorney General","",,"Write Ins",0
"Orleans","Barton","Barton","Attorney General","",,"Write Ins",0
"Lamoille","Belvidere","Belvidere","Attorney General","",,"Write Ins",0
"Bennington","Bennington","Bennington 2-1","Attorney General","",,"Write Ins",0
"Bennington","Bennington","Bennington 2-2","Attorney General","",,"Write Ins",0
"Rutland","Benson","Benson","Attorney General","",,"Write Ins",0
"Franklin","Berkshire","Berkshire","Attorney General","",,"Write Ins",0
"Washington","Berlin","Berlin","Attorney General","",,"Write Ins",0
"Windsor","Bethel","Bethel","Attorney General","",,"Write Ins",0
"Essex","Bloomfield","Bloomfield","Attorney General","",,"Write Ins",0
"Chittenden","Bolton","Bolton","Attorney General","",,"Write Ins",0
"Orange","Bradford","Bradford","Attorney General","",,"Write Ins",0
"Orange","Braintree","Braintree","Attorney General","",,"Write Ins",0
"Rutland","Brandon","Brandon","Attorney General","",,"Write Ins",0
"Windham","Brattleboro","Windham 2-1","Attorney General","",,"Write Ins",0
"Windham","Brattleboro","Windham 2-2","Attorney General","",,"Write Ins",0
"Windham","Brattleboro","Windham 2-3","Attorney General","",,"Write Ins",0
"Windsor","Bridgewater","Bridgewater","Attorney General","",,"Write Ins",0
"Addison","Bridport","Bridport","Attorney General","",,"Write Ins",0
"Essex","Brighton","Brighton","Attorney General","",,"Write Ins",0
"Addison","Bristol","Bristol","Attorney General","",,"Write Ins",0
"Orange","Brookfield","Brookfield","Attorney General","",,"Write Ins",0
"Windham","Brookline","Brookline","Attorney General","",,"Write Ins",0
"Orleans","Brownington","Brownington","Attorney General","",,"Write Ins",0
"Essex","Brunswick","Brunswick","Attorney General","",,"Write Ins",0
"Caledonia","Burke","Burke","Attorney General","",,"Write Ins",0
"Chittenden","Burlington","Chittenden 6-1","Attorney General","",,"Write Ins",0
"Chittenden","Burlington","Chittenden 6-2","Attorney General","",,"Write Ins",0
"Chittenden","Burlington","Chittenden 6-3","Attorney General","",,"Write Ins",0
"Chittenden","Burlington","Chittenden 6-4","Attorney General","",,"Write Ins",0
"Chittenden","Burlington","Chittenden 6-5","Attorney General","",,"Write Ins",0
"Chittenden","Burlington","Chittenden 6-6","Attorney General","",,"Write Ins",0
