"county","town","precinct","office","district","party","candidate","votes"
"Windham","Jamaica","Jamaica","Attorney General","","Green","James Mark Leas",34
"Orleans","Jay","Jay","Attorney General","","Green","James Mark Leas",4
"Chittenden","Jericho","Jericho","Attorney General","","Green","James Mark Leas",73
"Lamoille","Johnson","Johnson","Attorney General","","Green","James Mark Leas",83
"Rutland","Killington","Killington","Attorney General","","Green","James Mark Leas",30
"Caledonia","Kirby","Kirby","Attorney General","","Green","James Mark Leas",6
"Bennington","Landgrove","Landgrove","Attorney General","","Green","James Mark Leas",4
"Addison","Leicester","Leicester","Attorney General","","Green","James Mark Leas",6
"Essex","Lemington","Lemington","Attorney General","","Green","James Mark Leas",2
"Addison","Lincoln","Lincoln","Attorney General","","Green","James Mark Leas",27
"Windham","Londonderry","Londonderry","Attorney General","","Green","James Mark Leas",54
"Orleans","Lowell","Lowell","Attorney General","","Green","James Mark Leas",5
"Windsor","Ludlow","Ludlow","Attorney General","","Green","James Mark Leas",44
"Essex","Lunenburg","Lunenburg","Attorney General","","Green","James Mark Leas",14
"Caledonia","Lyndon","Lyndon","Attorney General","","Green","James Mark Leas",42
"Essex","Maidstone","Maidstone","Attorney General","","Green","James Mark Leas",3
"Bennington","Manchester","Manchester","Attorney General","","Green","James Mark Leas",68
"Windham","Marlboro","Marlboro","Attorney General","","Green","James Mark Leas",36
"Washington","Marshfield","Marshfield","Attorney General","","Green","James Mark Leas",32
"Rutland","Mendon","Mendon","Attorney General","","Green","James Mark Leas",17
"Addison","Middlebury","Middlebury","Attorney General","","Green","James Mark Leas",85
"Washington","Middlesex","Middlesex","Attorney General","","Green","James Mark Leas",25
"Rutland","Middletown Springs","Middletown Springs","Attorney General","","Green","James Mark Leas",13
"Chittenden","Milton","Chittenden 9","Attorney General","","Green","James Mark Leas",59
"Chittenden","Milton","Grand Isle-Chittenden 1-1","Attorney General","","Green","James Mark Leas",13
"Addison","Monkton","Monkton","Attorney General","","Green","James Mark Leas",26
"Franklin","Montgomery","Montgomery","Attorney General","","Green","James Mark Leas",34
"Washington","Montpelier","Montpelier","Attorney General","","Green","James Mark Leas",148
"Washington","Moretown","Moretown","Attorney General","","Green","James Mark Leas",28
"Orleans","Morgan","Morgan","Attorney General","","Green","James Mark Leas",21
"Lamoille","Morristown","Morristown","Attorney General","","Green","James Mark Leas",52
"Rutland","Mount Holly","Mount Holly","Attorney General","","Green","James Mark Leas",25
"Rutland","Mount Tabor","Mount Tabor","Attorney General","","Green","James Mark Leas",2
"Addison","New Haven","New Haven","Attorney General","","Green","James Mark Leas",20
"Caledonia","Newark","Newark","Attorney General","","Green","James Mark Leas",4
"Orange","Newbury","Center Town House","Attorney General","","Green","James Mark Leas",3
"Orange","Newbury","Town Office","Attorney General","","Green","James Mark Leas",12
"Orange","Newbury","West River Village","Attorney General","","Green","James Mark Leas",10
"Windham","Newfane","Newfane","Attorney General","","Green","James Mark Leas",43
"Orleans","Newport City","Newport City","Attorney General","","Green","James Mark Leas",12
"Orleans","Newport Town","Newport Town","Attorney General","","Green","James Mark Leas",12
"Grand Isle","North Hero","N. Hero","Attorney General","","Green","James Mark Leas",8
"Washington","Northfield","Northfield","Attorney General","","Green","James Mark Leas",50
"Essex","Norton","Norton","Attorney General","","Green","James Mark Leas",0
"Windsor","Norwich","Norwich","Attorney General","","Green","James Mark Leas",76
"Orange","Orange","Orange","Attorney General","","Green","James Mark Leas",10
"Addison","Orwell","Orwell","Attorney General","","Green","James Mark Leas",22
"Addison","Panton","Panton","Attorney General","","Green","James Mark Leas",3
"Rutland","Pawlet","Pawlet","Attorney General","","Green","James Mark Leas",26
"Caledonia","Peacham","Peacham","Attorney General","","Green","James Mark Leas",6
"Bennington","Peru","Peru","Attorney General","","Green","James Mark Leas",4
"Rutland","Pittsfield","Pittsfield","Attorney General","","Green","James Mark Leas",4
"Rutland","Pittsford","Pittsford","Attorney General","","Green","James Mark Leas",28
"Washington","Plainfield","Plainfield","Attorney General","","Green","James Mark Leas",41
"Windsor","Plymouth","Plymouth","Attorney General","","Green","James Mark Leas",14
"Windsor","Pomfret","Pomfret","Attorney General","","Green","James Mark Leas",13
"Rutland","Poultney","Poultney","Attorney General","","Green","James Mark Leas",83
"Bennington","Pownal","Pownal","Attorney General","","Green","James Mark Leas",76
"Rutland","Proctor","Proctor","Attorney General","","Green","James Mark Leas",21
"Windham","Putney","Putney","Attorney General","","Green","James Mark Leas",65
"Orange","Randolph","Randolph","Attorney General","","Green","James Mark Leas",49
"Windsor","Reading","Reading","Attorney General","","Green","James Mark Leas",17
"Bennington","Readsboro","Readsboro","Attorney General","","Green","James Mark Leas",12
"Franklin","Richford","Richford","Attorney General","","Green","James Mark Leas",13
"Chittenden","Richmond","Richmond","Attorney General","","Green","James Mark Leas",76
"Addison","Ripton","Ripton","Attorney General","","Green","James Mark Leas",15
"Windsor","Rochester","Rochester","Attorney General","","Green","James Mark Leas",33
"Windham","Rockingham","Rockingham","Attorney General","","Green","James Mark Leas",86
"Washington","Roxbury","Roxbury","Attorney General","","Green","James Mark Leas",15
"Windsor","Royalton","Royalton","Attorney General","","Green","James Mark Leas",49
"Bennington","Rupert","Rupert","Attorney General","","Green","James Mark Leas",6
"Rutland","Rutland City","Rutland 5-1","Attorney General","","Green","James Mark Leas",37
"Rutland","Rutland City","Rutland 5-2","Attorney General","","Green","James Mark Leas",38
"Rutland","Rutland City","Rutland 5-3","Attorney General","","Green","James Mark Leas",35
"Rutland","Rutland City","Rutland 5-4","Attorney General","","Green","James Mark Leas",35
"Rutland","Rutland Town","Elementary School","Attorney General","","Green","James Mark Leas",19
"Rutland","Rutland Town","Town Municipal Building","Attorney General","","Green","James Mark Leas",10
"Caledonia","Ryegate","Ryegate","Attorney General","","Green","James Mark Leas",9
"Addison","Salisbury","Salisbury","Attorney General","","Green","James Mark Leas",15
"Bennington","Sandgate","Sandgate","Attorney General","","Green","James Mark Leas",7
"Bennington","Searsburg","Searsburg","Attorney General","","Green","James Mark Leas",2
"Bennington","Shaftsbury","Shaftsbury","Attorney General","","Green","James Mark Leas",71
"Windsor","Sharon","Sharon","Attorney General","","Green","James Mark Leas",24
"Caledonia","Sheffield","Sheffield","Attorney General","","Green","James Mark Leas",8
"Chittenden","Shelburne","Chittenden 5-1","Attorney General","","Green","James Mark Leas",47
"Chittenden","Shelburne","Chittenden 5-2","Attorney General","","Green","James Mark Leas",49
"Franklin","Sheldon","Sheldon","Attorney General","","Green","James Mark Leas",14
"Addison","Shoreham","Shoreham","Attorney General","","Green","James Mark Leas",14
"Rutland","Shrewsbury","Shrewsbury","Attorney General","","Green","James Mark Leas",20
"Chittenden","South Burlington","Chittenden 3-10","Attorney General","","Green","James Mark Leas",68
"Chittenden","South Burlington","Chittenden 3-7","Attorney General","","Green","James Mark Leas",56
"Chittenden","South Burlington","Chittenden 3-8","Attorney General","","Green","James Mark Leas",97
"Chittenden","South Burlington","Chittenden 3-9","Attorney General","","Green","James Mark Leas",59
"Grand Isle","South Hero","S. Hero","Attorney General","","Green","James Mark Leas",27
"Windsor","Springfield","Windsor 1-1","Attorney General","","Green","James Mark Leas",2
"Windsor","Springfield","Windsor 1-2","Attorney General","","Green","James Mark Leas",127
,"Saint  Albans City","St. Albans City","Attorney General","","Green","James Mark Leas",78
,"Saint  Albans Town","St. Albans Town","Attorney General","","Green","James Mark Leas",25
,"Saint  George","St. George","Attorney General","","Green","James Mark Leas",8
,"Saint  Johnsbury","St. Johnsbury","Attorney General","","Green","James Mark Leas",66
"Bennington","Stamford","Stamford","Attorney General","","Green","James Mark Leas",18
"Caledonia","Stannard","Stannard","Attorney General","","Green","James Mark Leas",4
"Addison","Starksboro","Starksboro","Attorney General","","Green","James Mark Leas",27
"Windsor","Stockbridge","Stockbridge","Attorney General","","Green","James Mark Leas",13
"Lamoille","Stowe","Stowe","Attorney General","","Green","James Mark Leas",83
"Orange","Strafford","Strafford","Attorney General","","Green","James Mark Leas",28
"Windham","Stratton","Stratton","Attorney General","","Green","James Mark Leas",0
"Rutland","Sudbury","Sudbury","Attorney General","","Green","James Mark Leas",7
"Bennington","Sunderland","Sunderland","Attorney General","","Green","James Mark Leas",13
"Caledonia","Sutton","Sutton","Attorney General","","Green","James Mark Leas",9
"Franklin","Swanton","Swanton","Attorney General","","Green","James Mark Leas",35
"Orange","Thetford","Thetford","Attorney General","","Green","James Mark Leas",38
"Rutland","Tinmouth","Tinmouth","Attorney General","","Green","James Mark Leas",7
"Orange","Topsham","Topsham","Attorney General","","Green","James Mark Leas",6
"Windham","Townshend","Townshend","Attorney General","","Green","James Mark Leas",24
"Orleans","Troy","Troy","Attorney General","","Green","James Mark Leas",10
"Orange","Tunbridge","Tunbridge","Attorney General","","Green","James Mark Leas",0
"Chittenden","Underhill","Underhill","Attorney General","","Green","James Mark Leas",59
"Addison","Vergennes","Vergennes","Attorney General","","Green","James Mark Leas",30
"Windham","Vernon","Vernon","Attorney General","","Green","James Mark Leas",52
"Orange","Vershire","Vershire","Attorney General","","Green","James Mark Leas",18
"Essex","Victory","Victory","Attorney General","","Green","James Mark Leas",1
"Washington","Waitsfield","Waitsfield","Attorney General","","Green","James Mark Leas",44
"Caledonia","Walden","Walden","Attorney General","","Green","James Mark Leas",21
"Rutland","Wallingford","Wallingford","Attorney General","","Green","James Mark Leas",28
"Addison","Waltham","Waltham","Attorney General","","Green","James Mark Leas",6
"Windham","Wardsboro","Wardsboro","Attorney General","","Green","James Mark Leas",24
"Washington","Warren","Warren","Attorney General","","Green","James Mark Leas",48
"Orange","Washington","Washington","Attorney General","","Green","James Mark Leas",12
"Washington","Waterbury","Waterbury","Attorney General","","Green","James Mark Leas",65
"Caledonia","Waterford","Waterford","Attorney General","","Green","James Mark Leas",8
"Lamoille","Waterville","Waterville","Attorney General","","Green","James Mark Leas",11
"Windsor","Weathersfield","Weathersfield","Attorney General","","Green","James Mark Leas",33
"Rutland","Wells","Wells","Attorney General","","Green","James Mark Leas",14
"Orange","West Fairlee","W. Fairlee","Attorney General","","Green","James Mark Leas",7
"Rutland","West Haven","W. Haven","Attorney General","","Green","James Mark Leas",7
"Rutland","West Rutland","W. Rutland","Attorney General","","Green","James Mark Leas",21
"Windsor","West Windsor","W. Windsor","Attorney General","","Green","James Mark Leas",17
"Orleans","Westfield","Westfield","Attorney General","","Green","James Mark Leas",7
"Chittenden","Westford","Westford","Attorney General","","Green","James Mark Leas",33
"Windham","Westminster","Windham 4","Attorney General","","Green","James Mark Leas",4
"Windham","Westminster","Windham 5","Attorney General","","Green","James Mark Leas",78
"Orleans","Westmore","Westmore","Attorney General","","Green","James Mark Leas",8
"Windsor","Weston","Weston","Attorney General","","Green","James Mark Leas",12
"Addison","Weybridge","Weybridge","Attorney General","","Green","James Mark Leas",5
"Caledonia","Wheelock","Wheelock","Attorney General","","Green","James Mark Leas",9
"Addison","Whiting","Whiting","Attorney General","","Green","James Mark Leas",4
"Windham","Whitingham","Whitingham","Attorney General","","Green","James Mark Leas",20
"Orange","Williamstown","Williamstown","Attorney General","","Green","James Mark Leas",17
"Chittenden","Williston","Williston","Attorney General","","Green","James Mark Leas",88
"Windham","Wilmington","Wilmington","Attorney General","","Green","James Mark Leas",53
"Windham","Windham","Windham","Attorney General","","Green","James Mark Leas",11
"Windsor","Windsor","Windsor","Attorney General","","Green","James Mark Leas",54
"Bennington","Winhall","Winhall","Attorney General","","Green","James Mark Leas",19
"Chittenden","Winooski","Winooski","Attorney General","","Green","James Mark Leas",109
"Lamoille","Wolcott","Wolcott","Attorney General","","Green","James Mark Leas",27
"Washington","Woodbury","Woodbury","Attorney General","","Green","James Mark Leas",26
"Bennington","Woodford","Woodford","Attorney General","","Green","James Mark Leas",5
"Windsor","Woodstock","Woodstock","Attorney General","","Green","James Mark Leas",54
"Washington","Worcester","Worcester","Attorney General","","Green","James Mark Leas",18
"Addison","Addison","Addison","Attorney General","","Libertarian","Karen Kerin",4
"Orleans","Albany","Albany","Attorney General","","Libertarian","Karen Kerin",3
"Grand Isle","Alburgh","Alburgh","Attorney General","","Libertarian","Karen Kerin",20
"Windsor","Andover","Andover","Attorney General","","Libertarian","Karen Kerin",5
"Bennington","Arlington","Arlington","Attorney General","","Libertarian","Karen Kerin",39
"Windham","Athens","Athens","Attorney General","","Libertarian","Karen Kerin",7
"Franklin","Bakersfield","Bakersfield","Attorney General","","Libertarian","Karen Kerin",16
"Windsor","Baltimore","Baltimore","Attorney General","","Libertarian","Karen Kerin",7
"Windsor","Barnard","Barnard","Attorney General","","Libertarian","Karen Kerin",25
"Caledonia","Barnet","Barnet","Attorney General","","Libertarian","Karen Kerin",21
"Washington","Barre City","Washington 3-1","Attorney General","","Libertarian","Karen Kerin",59
"Washington","Barre City","Washington 3-2","Attorney General","","Libertarian","Karen Kerin",41
"Washington","Barre City","Washington 3-3","Attorney General","","Libertarian","Karen Kerin",5
"Washington","Barre Town","Barre Town","Attorney General","","Libertarian","Karen Kerin",97
"Orleans","Barton","Barton","Attorney General","","Libertarian","Karen Kerin",35
"Lamoille","Belvidere","Belvidere","Attorney General","","Libertarian","Karen Kerin",6
"Bennington","Bennington","Bennington 2-1","Attorney General","","Libertarian","Karen Kerin",67
"Bennington","Bennington","Bennington 2-1 Nb","Attorney General","","Libertarian","Karen Kerin",15
"Bennington","Bennington","Bennington 2-2","Attorney General","","Libertarian","Karen Kerin",92
"Bennington","Bennington","Bennington 5","Attorney General","","Libertarian","Karen Kerin",0
"Rutland","Benson","Benson","Attorney General","","Libertarian","Karen Kerin",15
"Franklin","Berkshire","Berkshire","Attorney General","","Libertarian","Karen Kerin",11
"Washington","Berlin","Berlin","Attorney General","","Libertarian","Karen Kerin",26
"Windsor","Bethel","Bethel","Attorney General","","Libertarian","Karen Kerin",42
"Essex","Bloomfield","Bloomfield","Attorney General","","Libertarian","Karen Kerin",1
"Chittenden","Bolton","Bolton","Attorney General","","Libertarian","Karen Kerin",9
"Orange","Bradford","Bradford","Attorney General","","Libertarian","Karen Kerin",30
"Orange","Braintree","Braintree","Attorney General","","Libertarian","Karen Kerin",25
"Rutland","Brandon","Brandon","Attorney General","","Libertarian","Karen Kerin",54
"Windham","Brattleboro","Windham 3-1","Attorney General","","Libertarian","Karen Kerin",47
"Windham","Brattleboro","Windham 3-2","Attorney General","","Libertarian","Karen Kerin",28
"Windham","Brattleboro","Windham 3-3","Attorney General","","Libertarian","Karen Kerin",35
"Windsor","Bridgewater","Bridgewater","Attorney General","","Libertarian","Karen Kerin",23
"Addison","Bridport","Bridport","Attorney General","","Libertarian","Karen Kerin",13
"Essex","Brighton","Brighton","Attorney General","","Libertarian","Karen Kerin",10
"Addison","Bristol","Bristol","Attorney General","","Libertarian","Karen Kerin",26
"Orange","Brookfield","Brookfield","Attorney General","","Libertarian","Karen Kerin",29
"Windham","Brookline","Brookline","Attorney General","","Libertarian","Karen Kerin",22
"Orleans","Brownington","Brownington","Attorney General","","Libertarian","Karen Kerin",9
"Essex","Brunswick","Brunswick","Attorney General","","Libertarian","Karen Kerin",2
"Caledonia","Burke","Burke","Attorney General","","Libertarian","Karen Kerin",13
"Chittenden","Burlington","Chittenden 3-1","Attorney General","","Libertarian","Karen Kerin",32
"Chittenden","Burlington","Chittenden 3-2","Attorney General","","Libertarian","Karen Kerin",20
"Chittenden","Burlington","Chittenden 3-3","Attorney General","","Libertarian","Karen Kerin",94
"Chittenden","Burlington","Chittenden 3-4","Attorney General","","Libertarian","Karen Kerin",51
"Chittenden","Burlington","Chittenden 3-5","Attorney General","","Libertarian","Karen Kerin",85
"Chittenden","Burlington","Chittenden 3-6","Attorney General","","Libertarian","Karen Kerin",13
"Washington","Cabot","Cabot","Attorney General","","Libertarian","Karen Kerin",16
"Washington","Calais","Calais","Attorney General","","Libertarian","Karen Kerin",9
"Lamoille","Cambridge","Cambridge","Attorney General","","Libertarian","Karen Kerin",40
"Essex","Canaan","Canaan","Attorney General","","Libertarian","Karen Kerin",9
"Rutland","Castleton","Castleton","Attorney General","","Libertarian","Karen Kerin",44
"Windsor","Cavendish","Cavendish","Attorney General","","Libertarian","Karen Kerin",7
"Orleans","Charleston","Charleston","Attorney General","","Libertarian","Karen Kerin",5
"Chittenden","Charlotte","Charlotte","Attorney General","","Libertarian","Karen Kerin",28
"Orange","Chelsea","Chelsea","Attorney General","","Libertarian","Karen Kerin",25
"Windsor","Chester","Chester","Attorney General","","Libertarian","Karen Kerin",40
"Rutland","Chittenden","Chittenden","Attorney General","","Libertarian","Karen Kerin",19
"Rutland","Clarendon","Clarendon","Attorney General","","Libertarian","Karen Kerin",25
"Chittenden","Colchester","Chittenden 7-1","Attorney General","","Libertarian","Karen Kerin",53
"Chittenden","Colchester","Chittenden 7-2","Attorney General","","Libertarian","Karen Kerin",57
"Essex","Concord","Concord","Attorney General","","Libertarian","Karen Kerin",12
"Orange","Corinth","Corinth","Attorney General","","Libertarian","Karen Kerin",14
"Addison","Cornwall","Cornwall","Attorney General","","Libertarian","Karen Kerin",11
"Orleans","Coventry","Coventry","Attorney General","","Libertarian","Karen Kerin",2
"Orleans","Craftsbury","Craftsbury","Attorney General","","Libertarian","Karen Kerin",11
"Rutland","Danby","Danby","Attorney General","","Libertarian","Karen Kerin",28
"Caledonia","Danville","Danville","Attorney General","","Libertarian","Karen Kerin",18
"Orleans","Derby","Derby","Attorney General","","Libertarian","Karen Kerin",32
"Bennington","Dorset","Dorset","Attorney General","","Libertarian","Karen Kerin",21
"Windham","Dover","Dover","Attorney General","","Libertarian","Karen Kerin",13
"Windham","Dummerston","Dummerston","Attorney General","","Libertarian","Karen Kerin",14
"Washington","Duxbury","Duxbury","Attorney General","","Libertarian","Karen Kerin",20
"Essex","East Haven","E. Haven","Attorney General","","Libertarian","Karen Kerin",3
"Washington","East Montpelier","E. Montpelier","Attorney General","","Libertarian","Karen Kerin",14
"Lamoille","Eden","Eden","Attorney General","","Libertarian","Karen Kerin",10
"Lamoille","Elmore","Elmore","Attorney General","","Libertarian","Karen Kerin",10
"Franklin","Enosburgh","Enosburgh","Attorney General","","Libertarian","Karen Kerin",17
"Chittenden","Essex","Chittenden 6-1","Attorney General","","Libertarian","Karen Kerin",54
"Chittenden","Essex","Chittenden 6-2","Attorney General","","Libertarian","Karen Kerin",73
"Chittenden","Essex","Chittenden 6-3","Attorney General","","Libertarian","Karen Kerin",17
"Rutland","Fair Haven","Fair Haven","Attorney General","","Libertarian","Karen Kerin",29
"Franklin","Fairfax","Fairfax","Attorney General","","Libertarian","Karen Kerin",30
"Franklin","Fairfield","Fairfield","Attorney General","","Libertarian","Karen Kerin",12
"Orange","Fairlee","Fairlee","Attorney General","","Libertarian","Karen Kerin",13
"Washington","Fayston","Fayston","Attorney General","","Libertarian","Karen Kerin",18
"Addison","Ferrisburgh","Ferrisburgh","Attorney General","","Libertarian","Karen Kerin",23
"Franklin","Fletcher","Fletcher","Attorney General","","Libertarian","Karen Kerin",11
"Franklin","Franklin","Franklin","Attorney General","","Libertarian","Karen Kerin",10
"Franklin","Georgia","Georgia","Attorney General","","Libertarian","Karen Kerin",19
"Orleans","Glover","Glover","Attorney General","","Libertarian","Karen Kerin",10
"Addison","Goshen","Goshen","Attorney General","","Libertarian","Karen Kerin",3
"Windham","Grafton","Grafton","Attorney General","","Libertarian","Karen Kerin",7
"Essex","Granby","Granby","Attorney General","","Libertarian","Karen Kerin",0
"Grand Isle","Grand Isle","Grand Isle","Attorney General","","Libertarian","Karen Kerin",20
"Addison","Granville","Granville","Attorney General","","Libertarian","Karen Kerin",1
"Orleans","Greensboro","Greensboro","Attorney General","","Libertarian","Karen Kerin",11
"Caledonia","Groton","Groton","Attorney General","","Libertarian","Karen Kerin",9
"Essex","Guildhall","Guildhall","Attorney General","","Libertarian","Karen Kerin",3
"Windham","Guilford","Guilford","Attorney General","","Libertarian","Karen Kerin",22
"Windham","Halifax","Halifax","Attorney General","","Libertarian","Karen Kerin",15
"Addison","Hancock","Hancock","Attorney General","","Libertarian","Karen Kerin",7
"Caledonia","Hardwick","Hardwick","Attorney General","","Libertarian","Karen Kerin",25
"Windsor","Hartford","Windsor 6-1","Attorney General","","Libertarian","Karen Kerin",37
"Windsor","Hartford","Windsor 6-2","Attorney General","","Libertarian","Karen Kerin",160
"Windsor","Hartland","Hartland","Attorney General","","Libertarian","Karen Kerin",54
"Franklin","Highgate","Highgate","Attorney General","","Libertarian","Karen Kerin",20
"Chittenden","Hinesburg","Chittenden 1-1","Attorney General","","Libertarian","Karen Kerin",31
"Chittenden","Hinesburg","Chittenden 1-2","Attorney General","","Libertarian","Karen Kerin",1
"Orleans","Holland","Holland","Attorney General","","Libertarian","Karen Kerin",5
"Rutland","Hubbardton","Hubbardton","Attorney General","","Libertarian","Karen Kerin",10
"Chittenden","Huntington","Huntington","Attorney General","","Libertarian","Karen Kerin",22
"Lamoille","Hyde Park","Hyde Park","Attorney General","","Libertarian","Karen Kerin",23
"Rutland","Ira","Rutland Rutland 1-1","Attorney General","","Libertarian","Karen Kerin",0
"Rutland","Ira","Rutland Rutland 1-2","Attorney General","","Libertarian","Karen Kerin",1
"Orleans","Irasburg","Irasburg","Attorney General","","Libertarian","Karen Kerin",8
"Grand Isle","Isle La Motte","Isle La Motte","Attorney General","","Libertarian","Karen Kerin",2
"Windham","Jamaica","Jamaica","Attorney General","","Libertarian","Karen Kerin",16
"Orleans","Jay","Jay","Attorney General","","Libertarian","Karen Kerin",6
"Chittenden","Jericho","Jericho","Attorney General","","Libertarian","Karen Kerin",42
"Lamoille","Johnson","Johnson","Attorney General","","Libertarian","Karen Kerin",29
"Rutland","Killington","Killington","Attorney General","","Libertarian","Karen Kerin",23
"Caledonia","Kirby","Kirby","Attorney General","","Libertarian","Karen Kerin",2
"Bennington","Landgrove","Landgrove","Attorney General","","Libertarian","Karen Kerin",0
"Addison","Leicester","Leicester","Attorney General","","Libertarian","Karen Kerin",7
"Essex","Lemington","Lemington","Attorney General","","Libertarian","Karen Kerin",1
"Addison","Lincoln","Lincoln","Attorney General","","Libertarian","Karen Kerin",7
"Windham","Londonderry","Londonderry","Attorney General","","Libertarian","Karen Kerin",19
"Orleans","Lowell","Lowell","Attorney General","","Libertarian","Karen Kerin",3
"Windsor","Ludlow","Ludlow","Attorney General","","Libertarian","Karen Kerin",33
"Essex","Lunenburg","Lunenburg","Attorney General","","Libertarian","Karen Kerin",9
"Caledonia","Lyndon","Lyndon","Attorney General","","Libertarian","Karen Kerin",41
"Essex","Maidstone","Maidstone","Attorney General","","Libertarian","Karen Kerin",1
"Bennington","Manchester","Manchester","Attorney General","","Libertarian","Karen Kerin",36
"Windham","Marlboro","Marlboro","Attorney General","","Libertarian","Karen Kerin",10
"Washington","Marshfield","Marshfield","Attorney General","","Libertarian","Karen Kerin",21
"Rutland","Mendon","Mendon","Attorney General","","Libertarian","Karen Kerin",14
"Addison","Middlebury","Middlebury","Attorney General","","Libertarian","Karen Kerin",54
"Washington","Middlesex","Middlesex","Attorney General","","Libertarian","Karen Kerin",11
"Rutland","Middletown Springs","Middletown Springs","Attorney General","","Libertarian","Karen Kerin",9
"Chittenden","Milton","Chittenden 9","Attorney General","","Libertarian","Karen Kerin",47
"Chittenden","Milton","Grand Isle-Chittenden 1-1","Attorney General","","Libertarian","Karen Kerin",5
"Addison","Monkton","Monkton","Attorney General","","Libertarian","Karen Kerin",17
"Franklin","Montgomery","Montgomery","Attorney General","","Libertarian","Karen Kerin",23
"Washington","Montpelier","Montpelier","Attorney General","","Libertarian","Karen Kerin",91
"Washington","Moretown","Moretown","Attorney General","","Libertarian","Karen Kerin",20
"Orleans","Morgan","Morgan","Attorney General","","Libertarian","Karen Kerin",8
"Lamoille","Morristown","Morristown","Attorney General","","Libertarian","Karen Kerin",40
"Rutland","Mount Holly","Mount Holly","Attorney General","","Libertarian","Karen Kerin",12
"Rutland","Mount Tabor","Mount Tabor","Attorney General","","Libertarian","Karen Kerin",2
"Addison","New Haven","New Haven","Attorney General","","Libertarian","Karen Kerin",25
"Caledonia","Newark","Newark","Attorney General","","Libertarian","Karen Kerin",9
"Orange","Newbury","Center Town House","Attorney General","","Libertarian","Karen Kerin",6
"Orange","Newbury","Town Office","Attorney General","","Libertarian","Karen Kerin",7
"Orange","Newbury","West River Village","Attorney General","","Libertarian","Karen Kerin",6
"Windham","Newfane","Newfane","Attorney General","","Libertarian","Karen Kerin",20
"Orleans","Newport City","Newport City","Attorney General","","Libertarian","Karen Kerin",23
"Orleans","Newport Town","Newport Town","Attorney General","","Libertarian","Karen Kerin",15
"Grand Isle","North Hero","N. Hero","Attorney General","","Libertarian","Karen Kerin",8
"Washington","Northfield","Northfield","Attorney General","","Libertarian","Karen Kerin",63
"Essex","Norton","Norton","Attorney General","","Libertarian","Karen Kerin",1
"Windsor","Norwich","Norwich","Attorney General","","Libertarian","Karen Kerin",46
"Orange","Orange","Orange","Attorney General","","Libertarian","Karen Kerin",15
"Addison","Orwell","Orwell","Attorney General","","Libertarian","Karen Kerin",15
"Addison","Panton","Panton","Attorney General","","Libertarian","Karen Kerin",8
"Rutland","Pawlet","Pawlet","Attorney General","","Libertarian","Karen Kerin",17
"Caledonia","Peacham","Peacham","Attorney General","","Libertarian","Karen Kerin",3
"Bennington","Peru","Peru","Attorney General","","Libertarian","Karen Kerin",4
"Rutland","Pittsfield","Pittsfield","Attorney General","","Libertarian","Karen Kerin",10
"Rutland","Pittsford","Pittsford","Attorney General","","Libertarian","Karen Kerin",33
"Washington","Plainfield","Plainfield","Attorney General","","Libertarian","Karen Kerin",19
"Windsor","Plymouth","Plymouth","Attorney General","","Libertarian","Karen Kerin",5
"Windsor","Pomfret","Pomfret","Attorney General","","Libertarian","Karen Kerin",32
"Rutland","Poultney","Poultney","Attorney General","","Libertarian","Karen Kerin",42
"Bennington","Pownal","Pownal","Attorney General","","Libertarian","Karen Kerin",47
"Rutland","Proctor","Proctor","Attorney General","","Libertarian","Karen Kerin",20
"Windham","Putney","Putney","Attorney General","","Libertarian","Karen Kerin",26
"Orange","Randolph","Randolph","Attorney General","","Libertarian","Karen Kerin",100
"Windsor","Reading","Reading","Attorney General","","Libertarian","Karen Kerin",11
"Bennington","Readsboro","Readsboro","Attorney General","","Libertarian","Karen Kerin",11
"Franklin","Richford","Richford","Attorney General","","Libertarian","Karen Kerin",11
"Chittenden","Richmond","Richmond","Attorney General","","Libertarian","Karen Kerin",42
"Addison","Ripton","Ripton","Attorney General","","Libertarian","Karen Kerin",7
"Windsor","Rochester","Rochester","Attorney General","","Libertarian","Karen Kerin",28
"Windham","Rockingham","Rockingham","Attorney General","","Libertarian","Karen Kerin",72
"Washington","Roxbury","Roxbury","Attorney General","","Libertarian","Karen Kerin",16
"Windsor","Royalton","Royalton","Attorney General","","Libertarian","Karen Kerin",147
"Bennington","Rupert","Rupert","Attorney General","","Libertarian","Karen Kerin",6
"Rutland","Rutland City","Rutland 5-1","Attorney General","","Libertarian","Karen Kerin",48
"Rutland","Rutland City","Rutland 5-2","Attorney General","","Libertarian","Karen Kerin",42
"Rutland","Rutland City","Rutland 5-3","Attorney General","","Libertarian","Karen Kerin",37
"Rutland","Rutland City","Rutland 5-4","Attorney General","","Libertarian","Karen Kerin",46
"Rutland","Rutland Town","Elementary School","Attorney General","","Libertarian","Karen Kerin",23
"Rutland","Rutland Town","Town Municipal Building","Attorney General","","Libertarian","Karen Kerin",14
"Caledonia","Ryegate","Ryegate","Attorney General","","Libertarian","Karen Kerin",15
"Addison","Salisbury","Salisbury","Attorney General","","Libertarian","Karen Kerin",8
"Bennington","Sandgate","Sandgate","Attorney General","","Libertarian","Karen Kerin",6
"Bennington","Searsburg","Searsburg","Attorney General","","Libertarian","Karen Kerin",2
