City/Town,Ward,Pct,"Kevin Christie","Charles W. Bohi",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Hartford,,,529,516,9,343,"1,397"
TOTALS,,,529,516,9,343,"1,397"
