City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Duxbury,,,-,10,144,154
Huntington,,,-,2,140,142
Waterbury,,,-,35,485,520
TOTALS,,,-,47,769,816
