City/Town,Ward,Pct,"Kesha Ram","Peg Boyle Single","Keith Pillsbury",Write-Ins,Blanks,"Total Votes Cast"
,,,,,
Burlington,,,496,304,295,38,295,"1,428"
TOTALS,,,496,304,295,38,295,"1,428"
