City/Town,Ward,Pct,"Thomas F. Koch","Francis McFaun",Write-Ins,Blanks,"Total Votes Cast"
,,,,
"Barre Town",,,683,652,7,236,"1,578"
TOTALS,,,683,652,7,236,"1,578"
