City/Town,Ward,Pct,"Anne Lamy Mook","Brandy J. Reynolds",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Bennington,,,434,338,19,379,"1,170"
TOTALS,,,434,338,19,379,"1,170"
