City/Town,Ward,Pct,"Reginald Godin","Todd L. Buik",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Milton,,,483,284,13,424,"1,204"
TOTALS,,,483,284,13,424,"1,204"
