City/Town,Ward,Pct,"Jim McCullough","Terence Macaig",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Williston,,,"1,065",915,3,626,"2,609"
TOTALS,,,"1,065",915,3,626,"2,609"
