City/Town,Ward,Pct,"Jim Condon","Erin Bessy",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Colchester,,,460,362,1,563,"1,386"
TOTALS,,,460,362,1,563,"1,386"
