City/Town,Ward,Pct,"Valerie A. Stuart","Lorie A. Cartwright",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Brattleboro,,,367,306,5,754,"1,432"
TOTALS,,,367,306,5,754,"1,432"
