City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
"Grand Isle",,,-,1,5,6
"Isle La Motte",,,-,1,0,1
Milton,,,-,1,3,4
"S. Hero",,,-,1,0,1
TOTALS,,,-,4,8,12
