City/Town,Ward,Pct,"Warren F. Kitzmiller","Mary S. Hooper",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Montpelier,,,"1,680","1,573",22,981,"4,256"
TOTALS,,,"1,680","1,573",22,981,"4,256"
