City/Town,Ward,Pct,"Cynthia Martin","Alice M. Emmons",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Springfield,,,666,645,19,262,"1,592"
TOTALS,,,666,645,19,262,"1,592"
