City/Town,Ward,Pct,"Suzi Wizowaty","Johannah Leddy Donovan",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Burlington,,,"1,284","1,250",10,952,"3,496"
TOTALS,,,"1,284","1,250",10,952,"3,496"
