City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Colchester,-,"Chittenden 7-1",-,13,265,278
Colchester,-,"Chittenden 7-2",-,26,338,364
"Grand Isle",,,-,31,103,134
"Isle La Motte",,,-,2,27,29
"N. Hero",,,-,7,60,67
"S. Hero",,,-,29,92,121
TOTALS,,,-,108,885,993
