City/Town,Ward,Pct,"Debbie Evans","Betsy Dunn",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Essex,,,593,477,5,474,"1,549"
TOTALS,,,593,477,5,474,"1,549"
