City/Town,Ward,Pct,"Betty A. Nuovo","Steven Maier",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Middlebury,,,942,939,19,454,"2,354"
TOTALS,,,942,939,19,454,"2,354"
