City/Town,Ward,Pct,"Patrick Brennan","Kristy Kurt Spengler","H. Meyers","Kathrine Niquette",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Democratic,Republican
Colchester,,,"1,935","1,456","1,403","1,227",2,0,"6,023"
TOTALS,,,"1,935","1,456","1,403","1,227",2,0,"6,023"
