City/Town,Ward,Pct,"Hilde Ojibway","John J. Clerkin","Michael Kainen","Kevin B. Christie",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican,Republican,Democratic
Hartford,,,"1,653","1,327","1,125","1,092",5,0,"5,202"
TOTALS,,,"1,653","1,327","1,125","1,092",5,0,"5,202"
