City/Town,Ward,Pct,"Francis McFaun","Thomas F. Koch","George Clain",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican/Democratic,Republican,Democratic
"Barre Town",,,"2,545","2,258","1,485",12,0,"6,300"
TOTALS,,,"2,545","2,258","1,485",12,0,"6,300"
