City/Town,Ward,Pct,"Johannah Leddy Donovan","Bill Keogh",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic
Burlington,,,"2,921","2,772",64,0,"5,757"
TOTALS,,,"2,921","2,772",64,0,"5,757"
