City/Town,Ward,Pct,"Mary A. Morrissey","Anne Lamy Mook","Albert C. Krawczyk","Claude Delucia",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Republican/Democratic,Progressive
Bennington,,,"1,616","1,474","1,080",419,5,0,"4,594"
TOTALS,,,"1,616","1,474","1,080",419,5,0,"4,594"
