City/Town,Ward,Pct,"Donald H. Turner, Jr","Reginald Godin","Daniel I. Fitzgerald",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican/Democratic,Democratic,Republican
Milton,,,"2,398","1,556","1,476",13,0,"5,443"
TOTALS,,,"2,398","1,556","1,476",13,0,"5,443"
