City/Town,Ward,Pct,"Virginia A. Milkey",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic
Brattleboro,,,"1,559",21,0,"1,580"
TOTALS,,,"1,559",21,0,"1,580"
