City/Town,Ward,Pct,"David T. Clark","Donald Bostic","Bob South","Brendan Hadash",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Republican,Democratic,Democratic
"St. Johnsbury",,,"1,384","1,319","1,230",790,3,0,"4,726"
TOTALS,,,"1,384","1,319","1,230",790,3,0,"4,726"
