City/Town,Ward,Pct,"Alice Miller",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic/Republican
Shaftsbury,,,"1,308",92,0,"1,400"
TOTALS,,,"1,308",92,0,"1,400"
