City/Town,Ward,Pct,"Clint Martin","Alice M. Emmons",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic
Springfield,,,"2,810","2,731",83,0,"5,624"
TOTALS,,,"2,810","2,731",83,0,"5,624"
