City/Town,Ward,Pct,"Ann Pugh","Andrew Thomas",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,"Liberty Union"
"S. Burlington",,,"1,991",384,24,0,"2,399"
TOTALS,,,"1,991",384,24,0,"2,399"
