City/Town,Ward,Pct,"Jason P. Lorber","Rachel Weston","Heather Riemer","Katherine Valloch",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Progressive,Progressive
Burlington,,,"1,725","1,705","1,033",786,34,0,"5,283"
TOTALS,,,"1,725","1,705","1,033",786,34,0,"5,283"
