City/Town,Ward,Pct,"Daryl L. Pillsbury","Ian A. Bigelow",Write-Ins,Blanks,"Total Votes Cast"
,,,Independent,Wingnut
Brattleboro,,,"1,131",205,4,0,"1,340"
TOTALS,,,"1,131",205,4,0,"1,340"
