City/Town,Ward,Pct,"Virginia McCormack","Jeff Manney",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
"Rutland City",,,"1,045",807,9,0,"1,861"
TOTALS,,,"1,045",807,9,0,"1,861"
