City/Town,Ward,Pct,"Peter D. Hunt","Tim Jerman","Michael J. Boyer",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Republican
Essex,,,"2,774","2,600","1,198",18,0,"6,590"
TOTALS,,,"2,774","2,600","1,198",18,0,"6,590"
