City/Town,Ward,Pct,"Michele F. Kupersmith","Dawn Teixeira",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
"S. Burlington",,,"1,250",560,1,0,"1,811"
TOTALS,,,"1,250",560,1,0,"1,811"
