City/Town,Ward,Pct,"Joyce H. Errecart",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican
Shelburne,,,"1,592",48,0,"1,640"
TOTALS,,,"1,592",48,0,"1,640"
