City/Town,Ward,Pct,"Harry S. Monti",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic
"Barre City",,,"1,143",30,0,"1,173"
TOTALS,,,"1,143",30,0,"1,173"
