City/Town,Ward,Pct,"Francis K. Brooks","Warren F. Kitzmiller",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic
Montpelier,,,"3,344","3,266",46,0,"6,656"
TOTALS,,,"3,344","3,266",46,0,"6,656"
