City/Town,Ward,Pct,"Joe Acinapura","Mitchell Pearl",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic
Brandon,,,984,792,2,0,"1,778"
TOTALS,,,984,792,2,0,"1,778"
