City/Town,Ward,Pct,"Sarah Edwards",Write-Ins,Blanks,"Total Votes Cast"
,,,Progressive/Democratic
Brattleboro,,,"1,276",21,0,"1,297"
TOTALS,,,"1,276",21,0,"1,297"
