City/Town,Ward,Pct,"Mary Peterson","Jim McCullough","Deborah Beckett","Michael Quaid",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Democratic,Republican,Republican
Williston,,,"2,635","2,455","1,665","1,446",4,0,"8,205"
TOTALS,,,"2,635","2,455","1,665","1,446",4,0,"8,205"
