City/Town,Ward,Pct,"Margaret Andrews","Thomas Depoy",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican
"Rutland City",,,803,774,6,0,"1,583"
TOTALS,,,803,774,6,0,"1,583"
