City/Town,Ward,Pct,"Kurt Wright","Bill Aswad","Susan Wheeler","Gene Shaver","Ellie Blais",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Democratic,Republican,Independent
Burlington,,,"1,778","1,764","1,183",785,709,7,0,"6,226"
TOTALS,,,"1,778","1,764","1,183",785,709,7,0,"6,226"
