City/Town,Ward,Pct,"David Zuckerman","Christopher A. Pearson",Write-Ins,Blanks,"Total Votes Cast"
,,,Progressive,Progressive
Burlington,,,"1,634","1,253",70,0,"2,957"
TOTALS,,,"1,634","1,253",70,0,"2,957"
