City/Town,Ward,Pct,"Leo M. Valliere","Paul N. Poirier",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic
"Barre City",,,839,816,0,0,"1,655"
TOTALS,,,839,816,0,0,"1,655"
